layout,envFactor,metric,interference,run,totalEnergyMWs,pingTimeouts,pingNoRoute,pingSent,energy_netScan,energy_connect,energy_pathDiscovery,energy_pathDiscoveryReply,energy_ping,energy_pingReply,energy_ack
around,2.5,leo,0,9,11.3313,1,1,189,0.227903,0.229547,4.59128,0.0896808,2.0918,2.36312,1.73793
around,2.5,leo,0,10,11.6951,5,20,170,0.224067,0.226259,5.82443,0.145447,1.75761,1.97571,1.54162
around,2.5,leo,0,11,13.4194,2,2,188,0.235027,0.237767,4.96348,0.113296,2.56228,3.11048,2.19707
around,2.5,leo,0,12,12.6363,7,21,169,0.236671,0.244343,6.76107,0.171274,1.73608,1.96426,1.5226
around,2.5,leo,0,13,14.6554,8,8,182,0.230095,0.231739,7.27068,0.251962,2.15004,2.41437,2.1065
around,2.5,leo,0,14,13.2216,3,3,187,0.232287,0.228451,5.30487,0.161547,3.01039,2.31817,1.96583
around,2.5,leo,0,15,13.375,4,6,184,0.214203,0.213655,5.4393,0.227091,2.49183,2.66214,2.12675
around,2.5,leo,0,16,15.3456,7,7,183,0.230095,0.228451,6.68098,0.205287,2.59135,3.22386,2.18557
around,2.5,leo,0,17,12.0577,3,3,187,0.242151,0.245987,5.40267,0.139733,1.9368,2.35715,1.73318
around,2.5,leo,0,18,11.6207,4,18,172,0.235027,0.232835,5.8229,0.158643,1.79443,1.86878,1.50804
